pathway	F1052	F1168	F1187	F1189	F1195	F1256	F1257	F1262	F1282	F1290	F1320	F1330	F1345	F1357	F1378	F1385	F1413	F1452	F1544	F1555	F1559	F1581	F1685	F1690	F1728	F1774	F1909	F1915	F1920	F1929	F1962	F1975	F1977	F1978	F1996	F2029	F2113	F2118	F2130	F2141	F2185	F2222	F2281	F2299	F2302	F2366	F2395	F2449	F2465	F2468	F2501	F2504	F2507	F2516	F2575	F2628	F2632	F2716	F2741	F2811	F2869	F2881	F2919	F2946	F2953	F2956	F2971	F2974	F2976	F3016	F3058	F3071	F3144	F3188	F3211	F3263	F3309	F3344	F3352	F3395	F3436	F3484	F3547	F3560	F3580	F3627	F3645	F3701	F3754	F3784	F3829	F3856	F3936	F3965	F3968	F4013	F4031	F4053	F4071	F4128	F4186	F4214	F4225	F4369	F4398	F4446	F4451	F4455	F4466	F4484	F4526	F4541	F4547	F4551	F4557	F4611	F4637	F4660	F4670	F4675	F4678	F4693	F4697	F4706	F4730	F4789	F4820	F4876	F4909	F5018	F5026	F5029	F5034	F5071	F5084	F5201	F5210	F5224	F5285	F5292	F5294	F5326	F5352	F5357	F5362	F5374	F5414	F5423	F5429	F5430	F5457	F5467	F5494	F5502	F5522	F5618	F5620	F5663	F5723	F5804	F5808	F5845	F5875	F5901	F5911	F5938	F5976	F5995	F6014	F6091	F6100	F6104	F6135	F6161	F6178	F6186	F6222	F6273	F6306	F6336	F6365	F6404	F6413	F6445	F6490	F6503	F6580	F6601	F6615	F6661	F6682	F6730	F6736	F6828	F6852	F6893	F6901	F6928	F6970	F7003	F7083	F7123	F7160	F7192	F7218	F7222	F7230	F7249	F7276	F7285	F7322	F7356	F7366	F7381	F7390	F7411	F7413	F7414	F7437	F7442	F7445	F7468	F7477	F7494	F7500	F7536	F7589	F7610	F7642	F7762	F7763	F7867	F7901	F7927	F7945	F7947	F8018	F8038	F8055	F8078	F8096	F8102	F8103	F8110	F8133	F8220	F8230	F8334	F8394	F8443	F8577	F8631	F8644	F8790	F8819	F8854	F8922	F8948	F8958	F8977	F9004	F9052	F9080	F9125	F9138	F9155	F9160	F9272	F9349	F9410	F9437	F9456	F9476	F9484	F9487	F9493	F9523	F9537	F9549	F9556	F9567	F9598	F9602	F9630	F9646	F9653	F9674	F9739	F9747	F9751	F9759	F9817	F9846	F9848	F9856	F9921	F9938	F9952	F9955	F9959
1CMET2-PWY	8058.986850146906	9080.37415726211	5501.811764644264	9489.63074084842	4905.356680521674	10663.041858390834	5028.649982465808	7761.3677890089675	11307.34100456499	13346.291595972598	7131.851532262779	8120.327527562354	15370.566233627706	7362.653844003863	8068.833538599352	6485.931330994197	7401.623375904819	14848.708543103461	8380.329318414582	9064.421936370314	3102.3310791599088	5102.007317237776	5245.216524364464	4665.242885101403	7250.236050857013	8417.804542410046	9028.097315786601	8588.41218489794	9806.924758851676	8318.548247218292	5393.519440702828	11978.397440596045	7709.008255804276	14404.830195090362	11751.438948637668	8645.622789791749	6417.440875298377	5352.528603720784	5725.427773220785	8881.334058894297	6187.868344368256	7249.575271095237	8542.187048964219	8524.543933846851	9109.14454174903	5099.272070939322	6415.697035087074	9517.477149913626	9094.626240644006	8290.019360721028	8357.050964183089	12960.534796540693	5416.828351375195	5880.19934589235	8015.8251062370655	7278.224525686993	6759.389077182374	11869.657997522687	10179.90467990727	9275.314561014331	8834.509257318565	13591.146999200259	3640.4422597978282	8737.286788769461	6085.278432641584	7612.709877119409	7839.742726299499	6896.014356318059	5623.956485483919	7413.169465967026	6532.907188113377	5658.535559634099	12957.822913250819	14394.20150362643	9362.894320632224	5654.5688697496835	9140.682627489052	7457.353596153422	6889.906804299096	8441.60999010365	9110.79934081587	7682.160111613428	11058.27830646236	10105.667544630298	6705.31425746721	7958.495714947002	4907.563795474777	2277.244824334779	6272.22877506014	6560.906427987812	4756.349067367478	7485.288860697058	6789.912715204434	10992.76684568635	7732.428798779714	9686.740011422538	5401.8291244492975	6369.248491719922	10995.647486582839	9604.68640174088	10438.256879472863	7379.505458903825	8301.366197344872	8836.134703474532	11368.749188022983	7098.382279380045	5666.523982165715	5549.224322519888	2651.4200786944766	7322.918442163294	11842.49405533535	16342.46546191486	10252.724648765012	9279.240812887609	12326.6428987319	12794.345215598778	6864.119649312024	12236.360901786999	10467.061472809979	8579.099153414787	6866.458474414323	8157.613429151049	9568.193016142184	7709.797057418036	13265.460432972724	11135.045930619188	10056.040519952114	8544.8045894113	2846.379184179698	6947.708688990558	6596.502649006473	13119.481712911647	6610.079674960236	7211.602649687155	5804.528673498126	8464.92892604426	9964.044468850858	3400.7631746171237	7130.929549136257	8701.048762809047	3259.0828026689196	6887.668129525939	5193.041344490247	4855.736203399361	11499.056317341327	4077.75400090683	10342.458905748868	6034.32722370132	7389.2862864619965	5065.318184983141	7469.5986865844425	9699.31579095722	8752.106638503818	7802.96866478621	8253.40507090993	8194.679004823649	6517.567191593412	12519.83843055591	6471.751064539942	8393.076926435515	5895.200691137902	4036.7654714213645	9437.964878902952	10885.985796443569	9919.936797952483	6818.9885526034195	10635.0258704205	6800.811395840435	4487.63918608541	11210.956915113178	9045.109638742073	11656.298666524552	10370.507169733663	7467.96064149039	9323.112560619938	10258.322510183414	14646.676052545945	7892.625774230431	5776.687911449695	8138.323081172821	6985.746008060669	8460.02997017975	6059.5666771242	2278.4938388118667	10688.921375969938	4407.629497973121	12132.352843260232	8711.883186578234	3979.021346919797	9536.439447071936	6627.082714262572	3905.4830238411914	3999.1684345209496	7758.673042511323	8944.164435601111	11023.040561426296	9398.741679040064	6896.913563266537	10211.671363922502	8817.109567392277	3166.138141405827	7945.944508462232	3719.844906816406	4258.474307514569	7858.664389958889	12325.262041586995	5612.103990153661	6919.334113481133	7707.883512998633	5111.143054569153	15430.484758492616	4062.5389791021767	6833.751605875744	7592.937883063329	8917.91131127648	6457.8462799770705	9348.55229629709	10014.861730886878	10110.667174065338	13689.787486174751	8496.548156990362	6073.795456467783	6327.855601627189	4580.180071770049	6745.637198006328	11754.983762803908	9483.69225930944	9709.18831343508	2570.3531010551824	13473.494567432423	7046.549188099543	9213.315487919115	3970.367713246291	6696.803081760938	10103.87135607365	6719.680289024864	7872.635315067437	5516.709682708527	6918.128166833989	9371.431243606032	9635.46585706913	11154.781797484067	4630.6699112351525	7482.483062115976	8804.326651369614	4067.5477359315078	5465.668261088999	6461.287460755872	10374.231135500953	19034.807789104376	9064.062575402813	9295.775199325653	8153.192610522618	5411.590723733963	6470.445709162178	9875.36743921767	10585.390065539526	8356.211197558454	8259.559199906584	6574.832112928224	8094.455667523144	5250.560386450354	12608.847758413707	4536.552448607674	9572.468560401632	10703.294251032064	10092.018051953824	4604.427157699498	11006.719590013503	11658.017165427369	6517.2507573925495	4548.369771478782	9151.934337673303	8517.475020446562	9317.81052002941	7676.346063356907	12774.949729885015	11770.960091599278	11458.482748449725	11105.462071541668	6993.490663090555	11397.258531847572	7364.186995428348	7778.950235018596	8649.2126158831	11836.833467130069	5673.684056949454	5606.341742677541	5145.2992211055225	12519.014525633482	10579.214795788343	5940.370573319535	7621.181851715135	10379.695052614497	6901.933081840871	6114.6220529219145	9924.321641406186	13402.776813656805	9531.640558418678	13531.64980862677
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	4.581934865019968	0.0	0.0	0.0	0.0	0.0	3.4628066844257623	0.0	0.0	0.0	596.1875673372995	0.0	0.0	0.0	0.0	0.0	0.0	127.30507872470015	0.0	6.97864471894162	0.0	0.0	11.562192515895976	0.0	0.0	0.0	38.13282618533362	0.0	0.0	0.0	3.059520284504359	15.93335108057503	0.0	0.5792574621330739	0.0	0.0	0.7758246570747371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	494.084840930889	10.263464121526333	0.0	0.0	0.0	0.0	1042.1861612004745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	279.85120605912516	26.402483657585673	0.0	0.0	0.0	0.0	0.0	5.984841242810046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.77483501577371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.756374182289	13.799237938314196	0.0	0.0	0.0	81.97239007171154	0.0	0.0	0.0	0.0	0.0	0.0	53.984154631344815	0.0	0.0	8.23949141877059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9601628407040488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	596.0303707310676	0.0	0.0	0.0	19.847814647671438	0.0	0.0	0.0	0.0	46.48891804843135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.959163665419799	0.0	0.9988985829376714	0.0	0.0	0.0	0.0	0.0	30.98222783222504	2.9159066501153186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	143.0533558971294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.291388795002526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.50936203818031	0.0	5.975536480686695	0.0	0.0	0.0	6.130800483864897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.631086898963474	0.0	0.0	0.0	38.92370420309979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.825045928682258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.125679389701693	2.9943271186117832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.850166077572286	0.0	4.9731663822219625	0.0	0.0	4.1705170188215055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.554353990893025	0.0	0.0	0.0	0.0	0.776833832270139
AEROBACTINSYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	470.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	949.5000000000001	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	7.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.5	0.0	0.0	0.0	0.0	21.714285714285715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALL-CHORISMATE-PWY	0.0	462.98786746167485	0.0	53.60691271979722	0.0	427.3645981732265	180.41784880736628	365.34622000591196	222.01620863753988	31.659880856837958	1961.1038174655048	2042.4945569495121	0.0	0.0	1365.8990219168145	328.06456189257733	49.78009065659324	413.6609699857369	0.0	2599.3029539425484	50.42388621346256	0.0	54.52502842381979	0.0	117.18708420406941	0.0	154.9910184283737	0.0	191.310305797448	0.0	22.53472180226607	127.0127802678298	21.43628188106893	7.182063261575376	0.0	0.0	3.8587390443258642	0.0	0.0	232.2341922284644	0.0	0.0	0.0	59.847035648955526	0.0	38.17459747365389	0.0	0.0	367.08456910577655	1930.0123063168533	2562.096772502464	179.34956910183138	0.0	0.0	0.0	2431.2078965905343	35.73131221702983	0.0	0.0	0.0	0.0	0.0	0.0	39.917673705511895	24.73939273783662	916.6422604494626	500.4126551328856	90.8573500127043	0.0	0.0	0.0	0.0	0.0	59.50702744103937	0.0	0.0	185.71842680154515	299.9111870045274	0.0	0.0	212.39064126204147	49.621369438976444	153.35241491583488	0.0	0.0	206.3585149608483	53.28395634035782	0.0	0.0	244.74726990808588	878.3136128128298	0.0	30.489625244759107	0.0	78.46373252876543	0.0	12.750829922365035	445.61404352171877	29.565588187761296	0.0	111.35478232577647	32.186072598939305	55.95458942594135	5186.7380024875865	202.39295860800775	0.0	0.0	51.35098701984587	577.8231985844591	30.609962916237286	0.0	9.192389802396148	57.20765865595643	277.3570897484948	0.0	381.96456136392237	110.80125041482675	0.0	379.5168882350612	0.0	0.0	0.0	17.71967294012597	0.0	0.0	22.985596468314238	0.0	32.551820944990354	0.0	160.9402539246404	0.0	0.0	123.475688644363	81.99159342437801	191.91333621735822	0.0	0.0	72.19150662974205	0.0	299.56568684125375	18.063518602192676	52.22325336519489	212.86304402546088	0.0	114.38335571073749	0.0	0.0	542.7070365382389	97.51190566161313	3307.6715455873436	103.91078072116356	159.1442526248292	0.0	0.0	0.0	1189.1900608381593	0.0	0.0	0.0	0.0	0.0	0.0	125.4861618142793	140.5489190335668	52.03080381187521	0.0	0.0	6.663894621359269	393.05756286073716	27.983372787042516	37.309746362574764	0.0	190.5064136720293	93.3193153217912	134.77404071716623	450.0206439259259	13.743895941988923	3024.2632487256383	0.0	0.0	0.0	293.5774961617707	110.66072466894379	69.10359422813703	0.0	0.0	0.0	0.0	0.0	49.21729742020599	0.0	85.53635030747378	0.0	381.6774461006036	2763.393989827091	487.8461355076286	0.0	39.19412581547232	2126.5778558783604	77.34683092981184	0.0	135.6527061849763	0.0	484.9929950826566	64.62256018074947	0.0	113.8937140997035	173.29411393226837	232.21799460306895	0.0	146.3747780615754	66.36575648861061	89.90893713458226	0.0	184.14543023809213	63.38078427545303	374.9360424036046	2320.5384887137743	81.5409492724894	70.89725349850437	0.0	382.7533309687826	0.0	31.712779465929557	0.0	0.0	0.0	167.31030521287855	72.71260575869375	52.127036036476376	116.79924782252014	0.0	142.25077723762573	149.21728647651014	604.966762122042	18.87148484118711	1303.3925382435125	0.0	313.3136419635969	46.42509421742843	1345.4725268225145	0.0	0.0	0.0	0.0	30.430720423803933	8.738686855298912	211.2491192564354	703.9173419798208	0.0	56.695351627071986	0.0	148.9849803150075	96.94955742137218	0.0	27.26842810526524	0.0	75.47744533730214	0.0	21.695137767170756	85.0097425666291	0.0	0.0	1042.0978612478573	0.0	0.0	0.0	82.67174415828566	43.13652340714252	27.018522791443036	0.0	0.0	0.0	130.39832892725158	114.91234386042333	0.0	3464.962442856205	0.0	88.61226816394112	0.0	0.0	95.26984991597952	0.0	1100.9964813512663	0.0	0.0	12.653215327592847	221.4921847518605	94.09283799279817	79.72081097142589	33.37188972596545	0.0	0.0	106.07077706953964	1802.7220893352157	0.0	280.412380581599	0.0	284.3240935636638	61.80126082410297
ANAEROFRUCAT-PWY	6494.327093319287	8182.821689347973	5089.924339105596	7964.401593495134	1495.6694612866056	8903.623282644547	5531.6229683571155	7641.364210999848	10516.749234781975	13401.505041400742	7486.98042020652	6899.750446522533	14029.662612960365	7227.90574817193	4692.49358207903	6845.681749716351	7564.656407205364	13009.83204074173	8353.340811666276	8970.454342361523	3209.57141043798	4270.904610388597	4412.807442637955	4407.209163789553	6472.220184350444	7839.843796781295	7105.952819402595	7041.664431017289	9106.685753049023	7120.630291816977	2716.690594483907	10041.765439475326	7600.053212176358	14729.363617655485	11966.126029338495	7663.923572534103	6811.60020764288	3632.7562895241817	4105.1131901235885	7821.823125340059	4372.461607662797	4441.006612180592	7310.480921852694	8177.218374928323	11218.978351561762	4555.306254410207	6844.279718579808	8737.407072043703	8556.497339604228	8110.705684740689	10027.102860626845	13050.074042775752	4646.368148074913	4387.988450437555	4545.463786552326	6981.282291773437	5045.583847453655	10738.575795654702	10644.54861097878	10215.277467597734	7517.432657521529	12597.124531645013	3412.51554710201	4967.2312862440895	5684.539648397034	4595.516687726128	7457.219424907846	5491.584391382476	3541.1163208709977	6477.461100802831	2130.6851034865913	4482.756055270753	10718.121594623206	13534.188654056352	10051.342935383775	5402.9080481949995	9713.07416700688	4317.0858123142025	4463.846485118267	8633.667554288964	8860.402189167056	8047.59530809769	7580.260619985029	3106.827881928461	7245.733517885527	6428.768789642794	3198.9453039497243	857.7255420204816	5958.613300949806	4372.123666278449	4697.133380979037	6681.751295922566	7429.275633739671	6528.929538581573	6667.890095525439	8377.459474635029	5546.828527844325	3024.45200267586	10596.959925078028	7993.984216494275	10399.621660047827	8173.761745002831	6819.585066290666	8245.570686760258	7558.316718154401	5170.285215603877	5561.5376308861905	5478.560725523486	3053.8384531769375	7049.41854535154	10888.715194038736	13551.554393094651	8074.85654118133	7988.070641790812	12143.21760241964	11018.58388765468	6429.13332024556	9930.63296801505	8516.944329565795	8981.096680939907	6335.7512595488715	4745.570557143649	9413.99830503294	6471.848815960535	6038.47241696515	9531.749883594524	6008.443445500787	6628.359371289316	2530.0262681863196	4699.390029068075	6014.471954396903	12100.563168269928	5273.123920426207	7281.720505863511	5511.574471345229	7932.474448725239	9484.810631387973	3690.2721815050113	7073.879881889813	7952.546668223225	1980.8896394140763	6425.168105744841	4787.895695448424	4595.013081899597	9284.113894150325	3475.1178505276544	8112.289172135106	4865.146170676429	7172.199723142807	5718.073375640026	6446.518062616594	4092.9940075505638	8056.373867473373	7208.61446155228	8153.721027638788	7323.945033969924	6327.961812925938	11152.12289409983	7982.575861037039	8797.649989871477	5538.248059602896	3751.195581207528	8852.16616212101	9788.616134615906	9475.535797845403	6397.279419741241	7987.083250378625	2179.9898325069603	5064.527294434569	9667.091237958393	8161.232873361239	10544.11471039575	7949.724689761313	6755.588062014722	8969.772295308321	8687.221283604786	14386.53406125861	6854.449029504097	5019.019255867064	6350.411089318361	3740.974895598009	7481.218307638448	7056.808982327527	2736.876279865959	11218.829289119905	3606.484610021637	9068.384939693491	3712.340631063234	4180.739634702178	8721.613921173432	7349.574495374449	3755.6983626246288	3760.8373314495184	6674.1685290966125	8587.899296502354	11378.499063986625	4045.9593545262974	5825.036883394322	8617.487137959073	6941.259545853097	2509.0992343277144	5297.662031445837	3517.7017786101187	2571.7320655342583	5922.56065220964	10188.678180482904	3856.099255136552	5589.820288876279	7988.501146726608	4782.298223891284	12586.183712633912	3448.462666779537	5190.721870166216	5328.948101233889	6964.099682685406	5565.190830292615	8788.470213227629	9373.721996629885	7450.785121022671	3973.078242775327	6421.695787120533	4566.1158684600605	4737.177694531981	1871.7898891867417	3525.529163154607	11495.38141804835	8659.395605129808	6695.266759736081	1660.5541736350356	7442.246999176425	8421.54083373976	8114.724168379041	3351.0106151104824	4206.325772162166	8049.428639618069	7762.591804076671	7710.162648003868	5091.900235997204	6505.775023505801	8441.739727910966	10353.059868780349	10371.562306670065	3322.328836801299	2231.517559052352	8129.068939028322	4533.037841677839	4359.977763711886	4887.884649454825	8968.382803607978	16121.44965945214	9251.292207231338	7619.446102930458	6417.081718809875	3091.773056674213	6079.115208124801	7903.413207749166	6183.151824171777	7808.610242980335	8800.780831373468	6002.231145217304	7731.144273484532	5694.641681776845	11308.948935901653	3366.023098806865	9632.175697218776	9754.10816283756	9008.192624126616	4031.1668686799817	7681.305639497293	8485.592509922379	2120.887651331924	3449.696264223312	9059.765822794026	7191.216899924158	7906.074967225146	7955.125846151385	13775.904754706693	7001.879612985521	6142.213954137193	8930.705275785433	6738.268171169648	10667.35100629768	5517.179445861249	8169.38286190534	7806.73786427905	10566.87468341962	4175.151388965732	4999.829887405438	4242.970784736258	9636.186308973905	9425.872008069779	5605.869811983795	6434.79958489595	13052.108639667464	7240.718353071786	4634.290950495187	10579.460453407328	11965.05580155348	8064.46117222447	9061.265841180653
ANAGLYCOLYSIS-PWY	10391.25399911532	11980.747553449999	7127.935024318661	11994.504954880837	5977.61094116239	13408.387121852993	6913.326132390204	10310.05258260753	14209.79417957457	17714.54020586999	9994.271165486422	10008.450032974293	19763.558745087987	10391.282997683182	9999.627034967174	8646.843210902718	10587.836553896677	19751.3086446645	10928.058860404813	11983.737329845104	4290.85241541061	6422.667241537246	7723.175841038091	6101.734844333302	9018.722538136048	11444.933132639428	11503.834205229752	10976.873718671057	13357.893027289794	10283.0406561104	6701.770668170563	15125.64431483451	10349.709139198088	18803.738698985304	15404.702828050125	10229.984268758444	8979.304392574939	6673.236716084261	7345.194353359102	11376.281640153324	8188.004437483613	8831.618292088016	11382.999241286303	10842.009176278569	13388.85254832173	7013.655740455316	8700.384255172707	12712.621040940709	11631.753491743473	10753.205084566529	11464.473771189787	16168.134804449855	6288.658772818607	7779.019261881449	10994.256035057297	9696.535334099777	8134.484355600846	15505.841347487854	13542.702520718778	13059.752887004131	11654.022266343118	17138.537311095308	4904.6835429419325	11081.133679280665	7468.761372558306	10273.367284304552	10581.72196685332	8886.636742006376	7006.106965571199	9919.66869326654	8065.91184555401	6999.499472288433	15187.190383036603	18791.012732380044	12523.264407482335	7294.419501884698	11668.970379238026	9349.478858910952	8599.233010749293	11916.402143278898	12313.69594832147	10555.694760702852	14083.332666914659	12542.590173098057	8999.33404410309	10467.226270851266	6141.226478383682	2667.9669238399238	8081.125507190106	8428.742870376118	6073.526943017416	9882.50152070729	8933.945830849663	14006.652741841426	10479.70683653134	13714.048067753023	6793.131886961218	8147.6816724525315	14180.092568720647	11918.998012360855	13031.529132679543	9882.46743607133	9993.997052355106	11211.05638537805	14163.432010634162	10007.620424836416	7531.238471772531	7322.769057166276	3825.427675080036	10167.45575507727	15032.633845597102	19787.500089908815	13215.480071020453	12028.3009181413	17375.86429136822	15821.793699286865	9355.526418636297	17228.332611550628	13338.309248141484	11000.236277378366	8939.123814092534	10798.727626327978	12603.005660579387	9580.332308434035	16558.995914083942	13570.612625383927	12862.169657301192	10700.69933850716	3563.410264225406	9101.887058193757	8650.523218851506	15726.51752799189	8235.145902014858	9098.900652176433	7091.478475734119	11154.049587972588	12854.916230642455	4273.362710773068	9783.239283409674	11114.062227650995	4018.5832909953174	8463.077959419721	7081.616606804936	6258.294423741317	15179.813894979447	5047.385979877642	13175.395012902367	7621.706799157237	9906.775007485992	6822.685845953513	9740.72804935105	12268.17953621126	11185.051488607287	10785.461209743471	11050.104718555342	10391.6147187622	9516.044875054382	15654.081357851463	9043.932085537177	10934.106853604344	7715.9558015158445	5310.4597627668245	12151.050645718877	14311.84731557794	12518.724966103513	9099.372801917474	14268.717713757882	8811.071351063494	6319.862979553718	14261.837480676615	11894.229761718325	14796.899639895142	13427.36158653018	9906.925000354624	12053.341540567564	13080.811171758136	17941.231974357626	10030.206609917033	7290.74558084992	10529.883407887744	9287.014478508547	11298.220573415123	8417.94327189973	3184.6994206697723	14564.938093689489	5898.018660595304	14261.90917403144	10735.16485276866	5505.530959539116	13020.31258641809	8872.669751759218	5603.29128498891	5085.736960119271	10013.440777027452	11645.737581975409	15136.932145482988	11643.98305311995	8951.479240459092	12997.810561110808	11165.650164748726	4019.4526642617598	10229.466064270815	4741.427225519481	5077.151417188723	10510.95775946378	15565.328767191531	7012.465448263707	9549.943647643173	10369.18130696961	6717.027495657043	19663.786134900918	5390.539646699471	8951.012242636902	8994.700860397901	11239.72299943505	8976.802033500031	12382.838464752656	12700.990678896342	13719.50010767025	16641.84129770997	11128.445679147331	7488.683939722398	8612.40147179645	5353.950959051244	8524.350814375475	15221.744321842963	12007.310419905556	12646.082663141005	3077.777442637307	18598.61717409349	9837.433086878715	12183.067424968858	5262.470433106788	8667.295998320324	13268.966661538441	8951.189257138592	10406.364922946694	7069.381670120951	8545.638490817912	11503.220558473724	13346.332650980774	13939.532037767776	6061.617287480684	9407.847055167207	12039.591306424009	5510.8285042230145	6742.245436730283	8445.2868371984	12583.023176507188	23803.470820059265	12135.619188401985	11560.529401195176	10393.73591545486	6511.008300679388	8450.500293698356	12066.317857667758	13385.269867134171	11160.593046598695	11312.729458517439	7902.075409898417	11107.104442382852	7249.61877739043	14874.896470970612	5908.530602620633	13415.942879719327	13369.637664345228	11935.03051216775	6307.343815556219	13260.76546868725	14673.641197096433	7987.41881872332	5442.772126714861	12440.999003663735	10857.00403137365	11787.773992267024	10579.547171854885	17237.680642793603	14960.137521117134	14543.099367382258	14847.466799661084	9189.929584766292	15048.572561635434	9268.761170347361	12909.1368752593	11031.740401014822	13962.097838210935	7148.814570933968	6975.995762257022	6265.5594268918785	16353.098099954506	13165.283648123122	7766.318920206553	10227.950238866058	15565.690827520848	8997.130465361668	7607.420689572632	13341.2536271881	17223.943026248027	12318.36985847861	16890.6240660684
